AID,SID,CID,Activity Outcome,Target Accession,Activity Name,Activity Qualifier,Activity Value [uM],Assay Name,Assay Type,PubMed ID,RNAi
2202499,523300428,167269166,Active,P04626,IC50,,0.2251,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300429,166544334,Active,P04626,IC50,,0.1796,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300430,167346202,Active,P04626,IC50,,0.0499,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300431,166543736,Active,P04626,IC50,,0.0327,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300432,166543930,Active,P04626,IC50,,0.025,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300433,167269349,Active,P04626,IC50,,0.0059,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300434,166543852,Active,P04626,IC50,,0.0158,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300435,167268336,Active,P04626,IC50,,0.0186,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300436,166544040,Active,P04626,IC50,,0.0006,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300437,166543713,Active,P04626,IC50,,0.3232,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300438,166544018,Active,P04626,IC50,,0.0166,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300439,166544125,Active,P04626,IC50,,0.0416,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300440,166543730,Active,P04626,IC50,,0.0373,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300441,166544168,Active,P04626,IC50,,0.004,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300442,167346238,Active,P04626,IC50,,0.018,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300443,166544033,Active,P04626,IC50,,9.7204,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300444,167269210,Active,P04626,IC50,,0.0203,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300445,167269813,Active,P04626,IC50,,0.2094,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300446,167269814,Active,P04626,IC50,,0.0391,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300447,166544181,Active,P04626,IC50,,0.0204,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300448,166544272,Active,P04626,IC50,,0.5146,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300449,166544284,Active,P04626,IC50,,0.0199,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300450,166543745,Active,P04626,IC50,,0.3416,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300451,166544406,Active,P04626,IC50,,0.0423,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300452,167346219,Active,P04626,IC50,,0.0458,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300453,166544255,Active,P04626,IC50,,0.1773,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300454,166544239,Active,P04626,IC50,,0.0642,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300455,166543845,Active,P04626,IC50,,0.5193,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300456,167346188,Active,P04626,IC50,,0.0743,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300457,166543969,Active,P04626,IC50,,0.1114,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300458,166543905,Active,P04626,IC50,,0.2613,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300459,166543835,Active,P04626,IC50,,0.0134,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300460,166544214,Active,P04626,IC50,,0.0052,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300461,166544317,Active,P04626,IC50,,0.1047,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300462,166544162,Active,P04626,IC50,,0.0238,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300463,166543883,Active,P04626,IC50,,0.1716,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300464,166544333,Active,P04626,IC50,,0.0485,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300465,166544146,Active,P04626,IC50,,0.0097,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300466,166543838,Active,P04626,IC50,,0.008,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300467,166544374,Active,P04626,IC50,,0.074,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300468,166544000,Active,P04626,IC50,,0.3137,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300469,166544090,Active,P04626,IC50,,0.0117,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300470,166543755,Active,P04626,IC50,,0.0273,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300471,166544292,Active,P04626,IC50,,0.0062,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300472,166544026,Active,P04626,IC50,,0.0881,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300473,166544269,Active,P04626,IC50,,0.128,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300474,166544252,Active,P04626,IC50,,0.0691,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300475,166543703,Active,P04626,IC50,,0.1004,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300476,166544370,Active,P04626,IC50,,1.4496,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300477,166544221,Active,P04626,IC50,,0.0111,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300478,166543881,Active,P04626,IC50,,0.0411,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300479,166544300,Active,P04626,IC50,,0.0267,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300480,166543824,Active,P04626,IC50,,0.1319,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300481,166544295,Active,P04626,IC50,,0.0618,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300482,166543851,Active,P04626,IC50,,0.1708,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300483,166543736,Active,P04626,IC50,,0.0597,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300484,166544029,Active,P04626,IC50,,0.0429,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300485,166543910,Active,P04626,IC50,,0.0211,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300486,166544173,Active,P04626,IC50,,0.0242,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300487,166544232,Active,P04626,IC50,,0.0174,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300488,166543807,Active,P04626,IC50,,0.0162,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300489,166544394,Active,P04626,IC50,,0.0681,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300490,166544403,Active,P04626,IC50,,0.0155,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300491,166543825,Active,P04626,IC50,,0.0133,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300492,166544391,Active,P04626,IC50,,0.0132,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300493,166544187,Active,P04626,IC50,,0.0587,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300494,166543851,Active,P04626,IC50,,0.1512,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300495,166543733,Active,P04626,IC50,,0.1499,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300496,166543982,Active,P04626,IC50,,0.1719,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300497,166544302,Active,P04626,IC50,,0.0164,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300498,166544302,Active,P04626,IC50,,0.0107,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300499,166543924,Active,P04626,IC50,,0.0654,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300500,166543924,Active,P04626,IC50,,0.0662,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300501,166543908,Active,P04626,IC50,,0.0073,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300502,166543767,Active,P04626,IC50,,0.0216,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300503,167346226,Active,P04626,IC50,,0.0295,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300504,166544209,Active,P04626,IC50,,0.0433,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300505,166543718,Active,P04626,IC50,,0.0188,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300506,166544413,Active,P04626,IC50,,0.0244,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300507,166544322,Active,P04626,IC50,,0.1112,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300508,166544407,Active,P04626,IC50,,0.0179,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300509,166543997,Active,P04626,IC50,,0.0285,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300510,166543744,Active,P04626,IC50,,0.1333,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300511,166543803,Active,P04626,IC50,,0.0489,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300512,166543961,Active,P04626,IC50,,0.058,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300513,166544147,Active,P04626,IC50,,0.0265,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300514,166544072,Active,P04626,IC50,,0.3103,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300515,167346206,Active,P04626,IC50,,0.1385,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300516,166543908,Active,P04626,IC50,,0.1301,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300517,166543901,Active,P04626,IC50,,0.0167,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300518,166543892,Active,P04626,IC50,,0.0136,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300519,166544105,Active,P04626,IC50,,0.01,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300520,166544117,Active,P04626,IC50,,0.0105,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300521,166544407,Active,P04626,IC50,,0.1215,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300522,166543718,Active,P04626,IC50,,0.0373,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300523,166544030,Active,P04626,IC50,,0.031,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300524,169611519,Active,P04626,IC50,,1.1701,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300525,166544289,Active,P04626,IC50,,1.3321,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300526,166543846,Active,P04626,IC50,,0.0117,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300527,166544123,Active,P04626,IC50,,0.0367,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300528,166544055,Active,P04626,IC50,,0.1426,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300529,166544039,Active,P04626,IC50,,0.3542,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300530,166543817,Active,P04626,IC50,,0.184,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300531,166543992,Active,P04626,IC50,,0.3381,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300532,166544219,Active,P04626,IC50,,0.0464,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300533,166544258,Active,P04626,IC50,,0.0831,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300534,166544275,Active,P04626,IC50,,0.0348,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300535,166543791,Active,P04626,IC50,,0.0715,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300536,167268355,Active,P04626,IC50,,0.1084,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300537,166543748,Active,P04626,IC50,,0.0118,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300538,166543865,Active,P04626,IC50,,0.0279,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300539,166544199,Active,P04626,IC50,,0.4939,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300540,166544017,Active,P04626,IC50,,0.1705,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300541,167268353,Active,P04626,IC50,,0.162,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300542,167268352,Active,P04626,IC50,,0.0926,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300543,167346234,Active,P04626,IC50,,0.7953,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300544,167346230,Active,P04626,IC50,,0.0572,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300545,167346210,Active,P04626,IC50,,0.0542,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300546,167346205,Inactive,P04626,IC50,,10,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300547,166544077,Active,P04626,IC50,,0.0204,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300548,166544184,Active,P04626,IC50,,0.0415,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300549,166543895,Active,P04626,IC50,,0.0134,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300550,166544218,Active,P04626,IC50,,0.0189,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300551,167269855,Active,P04626,IC50,,0.148,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300552,166543863,Active,P04626,IC50,,0.0878,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300553,166543951,Active,P04626,IC50,,0.0172,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300554,166544112,Active,P04626,IC50,,0.1783,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300555,166544381,Active,P04626,IC50,,0.0458,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300556,167346199,Active,P04626,IC50,,0.1558,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300557,167269226,Active,P04626,IC50,,0.0936,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300558,166544301,Active,P04626,IC50,,0.021,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300559,166544207,Active,P04626,IC50,,0.0519,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300560,166543897,Active,P04626,IC50,,0.1241,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300561,166544127,Active,P04626,IC50,,0.0763,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300562,166543993,Active,P04626,IC50,,0.0347,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300563,167346223,Active,P04626,IC50,,0.0869,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300564,166543801,Active,P04626,IC50,,0.01,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300565,166544306,Active,P04626,IC50,,0.0237,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300566,167269227,Active,P04626,IC50,,0.0546,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300567,166543786,Active,P04626,IC50,,0.1449,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300568,166544001,Active,P04626,IC50,,0.0504,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300569,166544375,Active,P04626,IC50,,0.0104,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300570,166543769,Active,P04626,IC50,,0.0129,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300571,167346224,Active,P04626,IC50,,0.0282,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300572,166544369,Active,P04626,IC50,,0.0249,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300573,166544406,Active,P04626,IC50,,0.0658,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300574,166543787,Active,P04626,IC50,,0.0148,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300575,167269186,Active,P04626,IC50,,0.0124,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300576,167269825,Active,P04626,IC50,,0.011,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300577,167346194,Active,P04626,IC50,,0.0224,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300578,167269824,Active,P04626,IC50,,0.0536,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300579,166544174,Active,P04626,IC50,,0.0149,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300580,166544203,Active,P04626,IC50,,0.0755,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300581,166543816,Active,P04626,IC50,,0.0505,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300582,167269229,Active,P04626,IC50,,1.1672,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300583,166543985,Active,P04626,IC50,,0.1532,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300584,166543788,Active,P04626,IC50,,0.0585,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300585,167346211,Active,P04626,IC50,,0.0114,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300586,166544222,Active,P04626,IC50,,0.0365,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300587,167346239,Active,P04626,IC50,,0.0012,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300588,167346196,Active,P04626,IC50,,0.0113,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300589,167346241,Active,P04626,IC50,,0.0948,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300590,167268338,Active,P04626,IC50,,0.0082,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300591,167268337,Active,P04626,IC50,,0.02,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300592,167269869,Active,P04626,IC50,,0.0169,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300593,167269871,Active,P04626,IC50,,0.1268,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300594,167269872,Active,P04626,IC50,,0.0592,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300595,166543737,Active,P04626,IC50,,0.1045,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300596,166543994,Active,P04626,IC50,,0.0155,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300597,166543743,Inactive,P04626,IC50,,10,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300598,166544031,Inactive,P04626,IC50,,10,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300599,166544192,Active,P04626,IC50,,0.0803,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300600,166544016,Active,P04626,IC50,,0.0238,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300601,166543841,Active,P04626,IC50,,0.0797,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300602,166544141,Active,P04626,IC50,,0.0594,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300603,166544191,Active,P04626,IC50,,0.1187,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300604,166543947,Active,P04626,IC50,,0.0231,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300605,166543945,Active,P04626,IC50,,0.044,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300606,166544195,Active,P04626,IC50,,0.0473,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300607,166543888,Active,P04626,IC50,,0.0081,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300608,166544342,Active,P04626,IC50,,0.0456,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
